Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
24 0 -5.6244974 0.0 -18.1515 9.81071 -20.4193 159.059 -1144.85 160.499 -1150.98 0.0 160.499 -1150.98 52.4503 -18.1515 -956.1821 14.8282 14.8282
24 1 -5.623671 0.0 -18.1551 9.81068 -20.4183 159.059 -1144.85 160.499 -1150.96 0.0 160.499 -1150.96 52.4485 -18.1551 -956.1675 14.8275 14.8275
24 2 -5.623671 0.0 -18.1551 9.81068 -20.4183 159.059 -1144.85 160.499 -1150.96 0.0 160.499 -1150.96 52.4485 -18.1551 -956.1675 14.8275 14.8275
24 3 -5.6867895 0.0 -20.0638 9.76805 -20.0714 159.059 -1144.85 160.402 -1148.61 0.0 160.402 -1148.61 53.6477 -20.0638 -954.62415 15.5395 15.5395
24 4 -5.6867895 0.0 -20.0638 9.76805 -20.0714 159.059 -1144.85 160.402 -1148.61 0.0 160.402 -1148.61 53.6477 -20.0638 -954.62415 15.5395 15.5395
24 5 -5.515688 0.0 -17.8655 9.78607 -20.9344 159.059 -1144.85 160.753 -1150.59 0.0 160.753 -1150.59 54.6553 -17.8655 -953.0472 15.7989 15.7989
24 6 -5.5160885 0.0 -17.8689 9.78532 -20.9366 159.059 -1144.85 160.75 -1150.59 0.0 160.75 -1150.59 54.6668 -17.8689 -953.0421 15.804 15.804
24 7 -5.5148573 0.0 -17.8631 9.78616 -20.9344 159.059 -1144.85 160.753 -1150.58 0.0 160.753 -1150.58 54.6538 -17.8631 -953.0363 15.7987 15.7987
25 0 -5.677974 0.0 -21.1793 9.62059 -19.8238 159.059 -1144.85 160.226 -1146.45 0.0 160.226 -1146.45 51.2279 -21.1793 -956.17535 13.8971 13.8971
25 1 -5.6813784 0.0 -21.2358 9.61891 -19.8085 159.059 -1144.85 160.203 -1146.37 0.0 160.203 -1146.37 51.2394 -21.2358 -956.16345 13.8875 13.8875
25 2 -5.681532 0.0 -21.233 9.61689 -19.7917 159.059 -1144.85 160.188 -1146.34 0.0 160.188 -1146.34 51.2576 -21.233 -956.1273 13.8947 13.8947
25 3 -5.6096406 0.0 -20.3117 9.79767 -20.8654 159.059 -1144.85 160.632 -1148.07 0.0 160.632 -1148.07 54.6005 -20.3117 -953.1491 14.9547 14.9547
25 4 -5.609347 0.0 -20.3174 9.79776 -20.8639 159.059 -1144.85 160.629 -1148.05 0.0 160.629 -1148.05 54.5977 -20.3174 -953.14075 14.9548 14.9548
25 5 -5.609347 0.0 -20.3174 9.79776 -20.8639 159.059 -1144.85 160.629 -1148.05 0.0 160.629 -1148.05 54.5977 -20.3174 -953.14075 14.9548 14.9548
25 6 -5.6091943 0.0 -20.3277 9.79796 -20.8626 159.059 -1144.85 160.629 -1148.03 0.0 160.629 -1148.03 54.6002 -20.3277 -953.12854 14.9549 14.9549
25 7 -5.6091943 0.0 -20.3277 9.79796 -20.8626 159.059 -1144.85 160.629 -1148.03 0.0 160.629 -1148.03 54.6002 -20.3277 -953.12854 14.9549 14.9549
26 0 -5.3091836 0.0 -16.7046 9.66208 -20.5439 159.059 -1144.85 161.095 -1149.34 0.0 161.095 -1149.34 48.8298 -16.7046 -956.11975 17.4684 17.4684
26 1 -5.3091836 0.0 -16.7046 9.66208 -20.5439 159.059 -1144.85 161.095 -1149.34 0.0 161.095 -1149.34 48.8298 -16.7046 -956.11975 17.4684 17.4684
26 2 -5.3091836 0.0 -16.7046 9.66208 -20.5439 159.059 -1144.85 161.095 -1149.34 0.0 161.095 -1149.34 48.8298 -16.7046 -956.11975 17.4684 17.4684
26 3 -5.3091836 0.0 -16.7046 9.66208 -20.5439 159.059 -1144.85 161.095 -1149.34 0.0 161.095 -1149.34 48.8298 -16.7046 -956.11975 17.4684 17.4684
26 4 -5.2373266 0.0 -15.9475 9.66071 -20.5354 159.059 -1144.85 161.244 -1149.56 0.0 161.244 -1149.56 49.3129 -15.9475 -954.9507 18.3626 18.3626
26 5 -5.2373266 0.0 -15.9475 9.66071 -20.5354 159.059 -1144.85 161.244 -1149.56 0.0 161.244 -1149.56 49.3129 -15.9475 -954.9507 18.3626 18.3626
26 6 -5.2373266 0.0 -15.9475 9.66071 -20.5354 159.059 -1144.85 161.244 -1149.56 0.0 161.244 -1149.56 49.3129 -15.9475 -954.9507 18.3626 18.3626
26 7 -5.491476 0.0 -20.1565 9.70157 -20.3542 159.059 -1144.85 160.906 -1146.44 0.0 160.906 -1146.44 50.7702 -20.1565 -954.9203 15.949 15.949
27 0 -5.627311 0.0 -18.9573 9.70394 -20.5361 159.059 -1144.85 160.724 -1150.41 0.0 160.724 -1150.41 52.9935 -18.9573 -955.6498 15.5338 15.5338
27 1 -5.627311 0.0 -18.9573 9.70394 -20.5361 159.059 -1144.85 160.724 -1150.41 0.0 160.724 -1150.41 52.9935 -18.9573 -955.6498 15.5338 15.5338
27 2 -5.627311 0.0 -18.9573 9.70394 -20.5361 159.059 -1144.85 160.724 -1150.41 0.0 160.724 -1150.41 52.9935 -18.9573 -955.6498 15.5338 15.5338
27 3 -5.635641 0.0 -19.0002 9.70212 -20.5305 159.059 -1144.85 160.7 -1150.44 0.0 160.7 -1150.44 53.0914 -19.0002 -955.64874 15.5742 15.5742
27 4 -5.635641 0.0 -19.0002 9.70212 -20.5305 159.059 -1144.85 160.7 -1150.44 0.0 160.7 -1150.44 53.0914 -19.0002 -955.64874 15.5742 15.5742
27 5 -5.6292186 0.0 -18.9119 9.70128 -20.5407 159.059 -1144.85 160.711 -1150.5 0.0 160.711 -1150.5 53.0703 -18.9119 -955.63055 15.5802 15.5802
27 6 -5.6292186 0.0 -18.9119 9.70128 -20.5407 159.059 -1144.85 160.711 -1150.5 0.0 160.711 -1150.5 53.0703 -18.9119 -955.63055 15.5802 15.5802
27 7 -5.6292186 0.0 -18.9119 9.70128 -20.5407 159.059 -1144.85 160.711 -1150.5 0.0 160.711 -1150.5 53.0703 -18.9119 -955.63055 15.5802 15.5802
28 0 -5.4363475 0.0 -20.4437 9.68636 -20.0956 159.059 -1144.85 160.052 -1143.54 0.0 160.052 -1143.54 48.4754 -20.4437 -955.4563 13.6278 13.6278
28 1 -5.449778 0.0 -20.7425 9.68492 -20.1031 159.059 -1144.85 159.989 -1143.21 0.0 159.989 -1143.21 48.6585 -20.7425 -955.30493 13.6667 13.6667
28 2 -5.449778 0.0 -20.7425 9.68492 -20.1031 159.059 -1144.85 159.989 -1143.21 0.0 159.989 -1143.21 48.6585 -20.7425 -955.30493 13.6667 13.6667
28 3 -5.449778 0.0 -20.7425 9.68492 -20.1031 159.059 -1144.85 159.989 -1143.21 0.0 159.989 -1143.21 48.6585 -20.7425 -955.30493 13.6667 13.6667
28 4 -5.449778 0.0 -20.7425 9.68492 -20.1031 159.059 -1144.85 159.989 -1143.21 0.0 159.989 -1143.21 48.6585 -20.7425 -955.30493 13.6667 13.6667
28 5 -5.9156423 0.0 -25.8134 9.62417 -19.4797 159.059 -1144.85 159.818 -1142.19 0.0 159.818 -1142.19 53.0069 -25.8134 -955.17847 15.6348 15.6348
28 6 -5.9156423 0.0 -25.8134 9.62417 -19.4797 159.059 -1144.85 159.818 -1142.19 0.0 159.818 -1142.19 53.0069 -25.8134 -955.17847 15.6348 15.6348
28 7 -5.9156423 0.0 -25.8134 9.62417 -19.4797 159.059 -1144.85 159.818 -1142.19 0.0 159.818 -1142.19 53.0069 -25.8134 -955.17847 15.6348 15.6348
29 0 -5.276193 0.0 -15.2674 9.66929 -20.0946 159.059 -1144.85 161.249 -1150.8 0.0 161.249 -1150.8 49.4399 -15.2674 -955.37854 18.8463 18.8463
29 1 -5.276193 0.0 -15.2674 9.66929 -20.0946 159.059 -1144.85 161.249 -1150.8 0.0 161.249 -1150.8 49.4399 -15.2674 -955.37854 18.8463 18.8463
29 2 -5.2821026 0.0 -15.2903 9.66907 -20.0962 159.059 -1144.85 161.234 -1150.84 0.0 161.234 -1150.84 49.582 -15.2903 -955.3142 18.9069 18.9069
29 3 -5.2821026 0.0 -15.2903 9.66907 -20.0962 159.059 -1144.85 161.234 -1150.84 0.0 161.234 -1150.84 49.582 -15.2903 -955.3142 18.9069 18.9069
29 4 -5.2821026 0.0 -15.2903 9.66907 -20.0962 159.059 -1144.85 161.234 -1150.84 0.0 161.234 -1150.84 49.582 -15.2903 -955.3142 18.9069 18.9069
29 5 -5.2782454 0.0 -15.3572 9.66845 -20.0988 159.059 -1144.85 161.21 -1150.64 0.0 161.21 -1150.64 49.6283 -15.3572 -955.1589 18.9108 18.9108
29 6 -5.2782454 0.0 -15.3572 9.66845 -20.0988 159.059 -1144.85 161.21 -1150.64 0.0 161.21 -1150.64 49.6283 -15.3572 -955.1589 18.9108 18.9108
29 7 -5.2782454 0.0 -15.3572 9.66845 -20.0988 159.059 -1144.85 161.21 -1150.64 0.0 161.21 -1150.64 49.6283 -15.3572 -955.1589 18.9108 18.9108
30 0 -5.4366503 0.0 -19.8983 9.67325 -20.0142 159.059 -1144.85 159.53 -1143.52 0.0 159.53 -1143.52 49.0043 -19.8983 -954.88403 17.3056 17.3056
30 1 -5.4366503 0.0 -19.8983 9.67325 -20.0142 159.059 -1144.85 159.53 -1143.52 0.0 159.53 -1143.52 49.0043 -19.8983 -954.88403 17.3056 17.3056
30 2 -5.4366503 0.0 -19.8983 9.67325 -20.0142 159.059 -1144.85 159.53 -1143.52 0.0 159.53 -1143.52 49.0043 -19.8983 -954.88403 17.3056 17.3056
30 3 -5.4366503 0.0 -19.8983 9.67325 -20.0142 159.059 -1144.85 159.53 -1143.52 0.0 159.53 -1143.52 49.0043 -19.8983 -954.88403 17.3056 17.3056
30 4 -5.4366503 0.0 -19.8983 9.67325 -20.0142 159.059 -1144.85 159.53 -1143.52 0.0 159.53 -1143.52 49.0043 -19.8983 -954.88403 17.3056 17.3056
30 5 -5.417274 0.0 -19.7379 9.67322 -20.0327 159.059 -1144.85 159.543 -1143.49 0.0 159.543 -1143.49 48.9101 -19.7379 -954.7748 17.3834 17.3834
30 6 -5.417274 0.0 -19.7379 9.67322 -20.0327 159.059 -1144.85 159.543 -1143.49 0.0 159.543 -1143.49 48.9101 -19.7379 -954.7748 17.3834 17.3834
30 7 -5.41436 0.0 -19.6878 9.6772 -20.0475 159.059 -1144.85 159.544 -1143.53 0.0 159.544 -1143.53 48.9038 -19.6878 -954.7701 17.3737 17.3737
31 0 -5.3628464 0.0 -14.5218 9.80074 -20.855 159.059 -1144.85 160.689 -1153.06 0.0 160.689 -1153.06 52.3038 -14.5218 -954.5891 17.7884 17.7884
31 1 -5.3628464 0.0 -14.5218 9.80074 -20.855 159.059 -1144.85 160.689 -1153.06 0.0 160.689 -1153.06 52.3038 -14.5218 -954.5891 17.7884 17.7884
31 2 -5.36421 0.0 -14.651 9.79758 -20.8706 159.059 -1144.85 160.687 -1152.9 0.0 160.687 -1152.9 52.3559 -14.651 -954.50806 17.7929 17.7929
31 3 -5.36421 0.0 -14.651 9.79758 -20.8706 159.059 -1144.85 160.687 -1152.9 0.0 160.687 -1152.9 52.3559 -14.651 -954.50806 17.7929 17.7929
31 4 -5.367945 0.0 -14.7561 9.79619 -20.883 159.059 -1144.85 160.685 -1152.81 0.0 160.685 -1152.81 52.4022 -14.7561 -954.47894 17.7947 17.7947
31 5 -5.367945 0.0 -14.7561 9.79619 -20.883 159.059 -1144.85 160.685 -1152.81 0.0 160.685 -1152.81 52.4022 -14.7561 -954.47894 17.7947 17.7947
31 6 -5.367945 0.0 -14.7561 9.79619 -20.883 159.059 -1144.85 160.685 -1152.81 0.0 160.685 -1152.81 52.4022 -14.7561 -954.47894 17.7947 17.7947
31 7 -5.367945 0.0 -14.7561 9.79619 -20.883 159.059 -1144.85 160.685 -1152.81 0.0 160.685 -1152.81 52.4022 -14.7561 -954.47894 17.7947 17.7947
32 0 -5.62732 0.0 -19.8763 9.75574 -20.4899 159.059 -1144.85 159.842 -1147.5 0.0 159.842 -1147.5 52.9742 -19.8763 -954.5601 16.5798 16.5798
33 0 -5.754531 0.0 -20.9403 9.67561 -20.0563 159.059 -1144.85 159.891 -1147.7 0.0 159.891 -1147.7 54.57 -20.9403 -954.1793 16.6956 16.6956
34 0 -5.527099 0.0 -17.1969 9.65774 -20.6183 159.059 -1144.85 160.881 -1151.89 0.0 160.881 -1151.89 54.1761 -17.1969 -954.0298 19.6369 19.6369
34 1 -5.527099 0.0 -17.1969 9.65774 -20.6183 159.059 -1144.85 160.881 -1151.89 0.0 160.881 -1151.89 54.1761 -17.1969 -954.0298 19.6369 19.6369
34 2 -5.527099 0.0 -17.1969 9.65774 -20.6183 159.059 -1144.85 160.881 -1151.89 0.0 160.881 -1151.89 54.1761 -17.1969 -954.0298 19.6369 19.6369
34 3 -5.526303 0.0 -17.2073 9.65748 -20.6215 159.059 -1144.85 160.891 -1151.88 0.0 160.891 -1151.88 54.1988 -17.2073 -953.99756 19.6302 19.6302
34 4 -5.5222883 0.0 -17.1685 9.65833 -20.6169 159.059 -1144.85 160.892 -1151.87 0.0 160.892 -1151.87 54.18 -17.1685 -953.96655 19.6299 19.6299
34 5 -5.5222883 0.0 -17.1685 9.65833 -20.6169 159.059 -1144.85 160.892 -1151.87 0.0 160.892 -1151.87 54.18 -17.1685 -953.96655 19.6299 19.6299
34 6 -5.5222883 0.0 -17.1685 9.65833 -20.6169 159.059 -1144.85 160.892 -1151.87 0.0 160.892 -1151.87 54.18 -17.1685 -953.96655 19.6299 19.6299
34 7 -5.5222883 0.0 -17.1685 9.65833 -20.6169 159.059 -1144.85 160.892 -1151.87 0.0 160.892 -1151.87 54.18 -17.1685 -953.96655 19.6299 19.6299
35 0 -5.5220075 0.0 -17.6395 9.7578 -20.3681 159.059 -1144.85 160.449 -1150.05 0.0 160.449 -1150.05 54.1277 -17.6395 -953.1129 17.4951 17.4951
36 0 -5.4350743 0.0 -17.3027 9.77198 -20.5947 159.059 -1144.85 160.517 -1149.46 0.0 160.517 -1149.46 54.5575 -17.3027 -951.68823 18.719 18.719
37 0 -5.534225 0.0 -20.1769 9.60453 -19.887 159.059 -1144.85 160.311 -1145.87 0.0 160.311 -1145.87 54.9241 -20.1769 -950.81177 16.9611 16.9611
38 0 -5.747111 0.0 -24.4083 9.76247 -20.8783 159.059 -1144.85 160.683 -1144.13 0.0 160.683 -1144.13 57.1475 -24.4083 -950.7079 17.8748 17.8748
39 0 -5.6518 0.0 -20.5754 9.81659 -21.3069 159.059 -1144.85 159.847 -1147.55 0.0 159.847 -1147.55 57.8394 -20.5754 -950.439 16.8442 16.8442
39 1 -5.651652 0.0 -20.5752 9.81662 -21.3075 159.059 -1144.85 159.848 -1147.55 0.0 159.848 -1147.55 57.8417 -20.5752 -950.43555 16.8442 16.8442
40 0 -6.0088634 0.0 -26.5563 9.79406 -21.4538 159.059 -1144.85 160.422 -1145.21 0.0 160.422 -1145.21 61.0415 -26.5563 -950.30273 17.5309 17.5309
41 0 -5.4617043 0.0 -17.5387 9.67699 -20.4812 159.059 -1144.85 160.23 -1149.12 0.0 160.23 -1149.12 57.1015 -17.5387 -949.3273 22.1636 22.1636
42 0 -5.8044786 0.0 -22.4657 9.72047 -20.4629 159.059 -1144.85 159.991 -1146.65 0.0 159.991 -1146.65 60.6705 -22.4657 -948.4542 21.4049 21.4049
42 1 -5.8044786 0.0 -22.4657 9.72047 -20.4629 159.059 -1144.85 159.991 -1146.65 0.0 159.991 -1146.65 60.6705 -22.4657 -948.4542 21.4049 21.4049
42 2 -5.8026185 0.0 -22.4446 9.71981 -20.4674 159.059 -1144.85 159.986 -1146.65 0.0 159.986 -1146.65 60.7266 -22.4446 -948.3821 21.375 21.375
42 3 -5.8026185 0.0 -22.4446 9.71981 -20.4674 159.059 -1144.85 159.986 -1146.65 0.0 159.986 -1146.65 60.7266 -22.4446 -948.3821 21.375 21.375
43 0 -5.497477 0.0 -15.9432 9.69414 -20.7708 159.059 -1144.85 160.868 -1153.42 0.0 160.868 -1153.42 61.0575 -15.9432 -947.4378 22.0578 22.0578
44 0 -6.4346747 0.0 -35.5679 9.79399 -21.3398 159.059 -1144.85 159.863 -1137.26 0.0 159.863 -1137.26 65.5281 -35.5679 -947.43677 19.7418 19.7418
45 0 -5.283106 0.0 -15.2343 9.84949 -21.1295 159.059 -1144.85 161.171 -1151.6 0.0 161.171 -1151.6 58.2608 -15.2343 -947.40247 21.1975 21.1975
46 0 -5.690262 0.0 -20.7799 9.89775 -21.7569 159.059 -1144.85 160.056 -1148.51 0.0 160.056 -1148.51 62.313 -20.7799 -946.9209 20.4206 20.4206
47 0 -5.596886 0.0 -22.9307 9.83264 -21.4463 159.059 -1144.85 160.839 -1144.66 0.0 160.839 -1144.66 60.8738 -22.9307 -945.8779 18.8238 18.8238
48 0 -6.0413365 0.0 -30.1086 9.65543 -21.304 159.059 -1144.85 160.911 -1141.07 0.0 160.911 -1141.07 64.6588 -30.1086 -945.60876 23.2583 23.2583
49 0 -6.3518224 0.0 -34.0835 9.71843 -23.6052 159.059 -1144.85 159.997 -1140.79 0.0 159.997 -1140.79 69.3478 -34.0835 -945.52875 23.1448 23.1448
50 0 -5.404469 0.0 -17.3846 9.71646 -20.7842 159.059 -1144.85 160.712 -1149.41 0.0 160.712 -1149.41 60.9814 -17.3846 -945.1012 23.8465 23.8465
51 0 -6.284031 0.0 -33.3502 9.70744 -20.2194 159.059 -1144.85 160.083 -1137.58 0.0 160.083 -1137.58 66.3547 -33.3502 -944.49243 23.7967 23.7967
52 0 -5.9617343 0.0 -23.9428 9.6734 -19.9691 159.059 -1144.85 159.897 -1146.37 0.0 159.897 -1146.37 66.7061 -23.9428 -943.7097 23.4515 23.4515
52 1 -5.6800323 0.0 -20.7358 9.68181 -20.4719 159.059 -1144.85 160.192 -1147.67 0.0 160.192 -1147.67 66.3513 -20.7358 -941.86255 25.5337 25.5337
52 2 -5.6793222 0.0 -20.7072 9.68174 -20.473 159.059 -1144.85 160.183 -1147.69 0.0 160.183 -1147.69 66.3846 -20.7072 -941.8296 25.5381 25.5381
53 0 -5.8112326 0.0 -26.7918 9.7041 -21.7828 159.059 -1144.85 161.564 -1143.85 0.0 161.564 -1143.85 65.7691 -26.7918 -943.3087 25.7181 25.7181
54 0 -5.8002305 0.0 -22.9961 9.7564 -21.138 159.059 -1144.85 160.366 -1146.96 0.0 160.366 -1146.96 66.5716 -22.9961 -943.01855 25.3012 25.3012
55 0 -5.755805 0.0 -27.4853 9.74883 -21.836 159.059 -1144.85 160.803 -1140.68 0.0 160.803 -1140.68 65.9116 -27.4853 -941.4508 23.0102 23.0102
56 0 -5.633121 0.0 -22.9098 9.7715 -20.5699 159.059 -1144.85 160.598 -1144.13 0.0 160.598 -1144.13 65.784 -22.9098 -940.65784 25.4775 25.4775
57 0 -5.2703667 0.0 -13.1381 9.8198 -21.9247 159.059 -1144.85 160.328 -1154.17 0.0 160.328 -1154.17 67.3659 -13.1381 -939.61426 28.5593 28.5593
58 0 -5.6098413 0.0 -22.5184 9.86148 -24.163 159.059 -1144.85 159.952 -1146.81 0.0 159.952 -1146.81 70.9169 -22.5184 -938.4596 25.4247 25.4247
58 1 -5.51522 0.0 -21.548 9.9103 -25.3847 159.059 -1144.85 160.036 -1148.04 0.0 160.036 -1148.04 85.6503 -21.548 -923.90173 37.3536 37.3536
59 0 -5.4115605 0.0 -19.2932 9.80331 -21.2715 159.059 -1144.85 160.564 -1146.7 0.0 160.564 -1146.7 67.8447 -19.2932 -937.5845 26.3954 26.3954
60 0 -5.366293 0.0 -17.2508 9.83305 -21.0362 159.059 -1144.85 160.573 -1148.85 0.0 160.573 -1148.85 68.2061 -17.2508 -937.32166 29.3999 29.3999
61 0 -5.9207797 0.0 -24.2412 9.97476 -22.3182 159.059 -1144.85 160.775 -1148.48 0.0 160.775 -1148.48 74.827 -24.2412 -937.11914 28.9709 28.9709
62 0 -5.5443063 0.0 -22.7651 9.82098 -21.3239 159.059 -1144.85 160.915 -1144.07 0.0 160.915 -1144.07 69.802 -22.7651 -936.1181 28.4352 28.4352
63 0 -6.2622714 0.0 -31.1103 9.89545 -21.7696 159.059 -1144.85 160.066 -1141.92 0.0 160.066 -1141.92 80.786 -31.1103 -932.1784 32.9664 32.9664
64 0 -5.7219806 0.0 -22.1647 9.84452 -22.3472 159.059 -1144.85 159.81 -1147.18 0.0 159.81 -1147.18 77.9728 -22.1647 -931.56195 32.2331 32.2331
65 0 -5.74999 0.0 -22.6639 9.81706 -21.5331 159.059 -1144.85 160.467 -1147.11 0.0 160.467 -1147.11 80.3494 -22.6639 -928.95746 37.4109 37.4109
